Word, Frequency
famili, 23
santa, 23
safeguard, 23
serv, 23
oppos, 23
bet, 23
themselv, 23
folk, 23
sophist, 23
jim, 23
soon, 23
fair, 23
regul, 22
craig, 22
damn, 22
action, 22
clarinet, 22
extrem, 22
past, 22
pick, 22
signatur, 22
bodi, 22
move, 22
ban, 22
practic, 22
typic, 22
harm, 22
week, 21
stand, 21
safe, 21
third, 21
rais, 21
select, 21
estim, 21
rest, 21
target, 21
encod, 21
deni, 21
consult, 21
accuraci, 21
steal, 21
final, 21
eavesdrop, 21
foundat, 21
custom, 21
locat, 21
stewart, 21
thank, 21
ad, 21
readili, 21
black, 21
invent, 21
disclosur, 21
link, 21
algebra, 21
proceed, 21
usual, 21
employ, 21
recent, 21
game, 20
center, 20
half, 20
proof, 20
speak, 20
mind, 20
lead, 20
pad, 20
perri, 20
canada, 20
brief, 20
held, 20
trap, 20
sequenc, 20
sheet, 20
cooper, 20
natur, 20
tape, 20
bontchev, 20
mime, 20
permiss, 20
complain, 20
brad, 20
split, 20
suppli, 20
beckman, 20
loop, 20
surpris, 20
fals, 20
communiti, 20
cypherpunk, 20
format, 20
fip, 20
repli, 20
sun, 20
outlaw, 20
vesselin, 19
plug, 19
militari, 19
competit, 19
readi, 19
feed, 19
mitr, 19
omiss, 19
unlik, 19
port, 19
sit, 19
featur, 19
fundament, 19
command, 19
motiv, 19
transmiss, 19
incorpor, 19
size, 19
uniqu, 19
entiti, 19
amanda, 19
secreci, 19
identif, 19
averag, 19
tend, 19
storag, 19
ptr, 19
danger, 19
regim, 19
agn, 19
realiz, 19
compet, 19
informatik, 19
recov, 19
fachbereich, 19
login, 19
everyth, 19
window, 19
ago, 19
laboratori, 19
wait, 19
bbs, 19
carl, 19
benefit, 19
vladimirov, 19
routin, 19
took, 19
greater, 19
poster, 19
ring, 19
face, 18
deal, 18
length, 18
lie, 18
flame, 18
trade, 18
mark, 18
societi, 18
home, 18
war, 18
procedur, 18
gun, 18
transfer, 18
doubl, 18
domain, 18
confidenti, 18
left, 18
convinc, 18
later, 18
lobbi, 18
log, 18
due, 18
none, 18
demonstr, 18
pkp, 18
presum, 18
william, 18
faster, 18
impli, 18
convert, 18
summari, 18
netcom, 18
among, 18
nixon, 18
aspect, 18
hear, 18
remov, 18
proprietari, 18
board, 18
suffici, 18
cut, 18
bank, 18
man, 18
vendor, 17
status, 17
knowledg, 17
modifi, 17
built, 17
integr, 17
henc, 17
expn, 17
facil, 17
area, 17
frontier, 17
inher, 17
leader, 17
deciph, 17
definit, 17
experi, 17
purchas, 17
statist, 17
again, 17
rfc, 17
lack, 17
widespread, 17
school, 17
effort, 17
symmetr, 17
compat, 17
dealer, 17
promot, 17
condit, 17
explain, 17
higher, 17
radio, 17
broad, 17
discov, 17
cpsr, 17
huge, 17
toal, 16
compel, 16
fail, 16
deriv, 16
child, 16
room, 16
equal, 16
challeng, 16
refus, 16
enter, 16
aclu, 16
drop, 16
project, 16
materi, 16
success, 16
intent, 16
graham, 16
combin, 16
east, 16
input, 16
south, 16
four, 16
educ, 16
sensit, 16
unic, 16
extens, 16
critic, 16
metzger, 16
unabl, 16
rsaref, 16
side, 16
librari, 16
offset, 16
japanes, 16
fall, 16
piec, 16
late, 16
fax, 16
richard, 16
assert, 16
level, 16
hint, 16
accord, 16
journal, 16
spi, 16
introduct, 16
plain, 16
democrat, 15
physic, 15
job, 15
lawyer, 15
awar, 15
cash, 15
colleg, 15
isdn, 15
vulner, 15
immedi, 15
ieee, 15
freeli, 15
assembl, 15
deposit, 15
goe, 15
databas, 15
voluntari, 15
cop, 15
fish, 15
prefer, 15
instrument, 15
nose, 15
promis, 15
desir, 15
terrorist, 15
conceiv, 15
men, 15
track, 15
affect, 15
contract, 15
near, 15
secretari, 15
arbitrari, 15
shield, 15
algorythm, 15
integ, 15
panel, 15
extend, 15
telnet, 15
hundr, 15
opposit, 15
west, 15
tax, 15
languag, 15
scientif, 15
popular, 15
california, 15
reach, 15
occur, 15
suit, 15
copyright, 15
entitl, 15
reserv, 15
draw, 15
perfect, 15
investig, 15
student, 15
knew, 15
prejudic, 15
vari, 15
verifi, 15
round, 15
vanheyningen, 15
advoc, 15
adopt, 14
debat, 14
consider, 14
introduc, 14
page, 14
plus, 14
australia, 14
park, 14
abstract, 14
mere, 14
descript, 14
albert, 14
arithmet, 14
top, 14
ansi, 14
differenti, 14
possess, 14
goal, 14
defeat, 14
consist, 14
cryptanalyst, 14
evad, 14
repeat, 14
nra, 14
front, 14
host, 14
difficulti, 14
destroy, 14
andrew, 14
quot, 14
legisl, 14
jackson, 14
sentenc, 14
moder, 14
senior, 14
encourag, 14
ignor, 14
demand, 14
video, 14
scenario, 14
class, 14
lui, 14
cite, 14
vote, 14
massachusett, 14
collaps, 14
paul, 14
consequ, 14
stori, 14
came, 14
smuggl, 14
lock, 14
vital, 14
oppon, 14
somewhat, 14
uniform, 14
particl, 14
shown, 14
client, 14
catch, 14
seek, 14
studi, 14
life, 14
pen, 14
spend, 14
structur, 14
attach, 14
dollar, 13
hit, 13
defens, 13
fort, 13
washington, 13
disturb, 13
resolv, 13
basi, 13
bust, 13
parallel, 13
smart, 13
evil, 13
permut, 13
remark, 13
dos, 13
staff, 13
wast, 13
item, 13
construct, 13
subvert, 13
stick, 13
slow, 13
ucc, 13
speed, 13
trial, 13
complex, 13
dsp, 13
libertarian, 13
doug, 13
cabal, 13
einstien, 13
assault, 13
inexpens, 13
myself, 13
joe, 13
corrupt, 13
hate, 13
background, 13
analog, 13
scare, 13
compil, 13
edt, 13
reduc, 13
header, 13
swiss, 13
brought, 13
went, 13
land, 13
civilian, 13
floppi, 13
arrang, 13
chosen, 13
theoret, 13
firm, 13
suitabl, 13
trace, 13
incrimin, 13
mond, 13
forward, 13
fit, 12
frighten, 12
map, 12
confid, 12
trend, 12
holland, 12
director, 12
adminstr, 12
etc, 12
govt, 12
aris, 12
ground, 12
info, 12
stolen, 12
workstat, 12
deliber, 12
lost, 12
trivial, 12
telco, 12
middl, 12
substitut, 12
america, 12
usag, 12
signal, 12
cordless, 12
autom, 12
ohio, 12
unrecogn, 12
gnu, 12
north, 12
explor, 12
gateway, 12
concaten, 12
smtp, 12
telephoni, 12
unorgan, 12
shut, 12
throw, 12
brute, 12
conveni, 12
utter, 12
meant, 12
specifi, 12
submiss, 12
topic, 12
binari, 12
attract, 12
bound, 12
classic, 12
rfcs, 12
light, 12
captur, 12
fee, 12
convent, 12
extra, 12
concept, 12
robert, 12
laptop, 11
solv, 11
risk, 11
ought, 11
below, 11
mac, 11
trick, 11
fool, 11
perman, 11
lisp, 11
phrase, 11
spoof, 11
option, 11
gov, 11
escap, 11
sendmail, 11
gas, 11
rob, 11
frequenc, 11
creation, 11
recipi, 11
love, 11
innov, 11
seri, 11
prepar, 11
mine, 11
invit, 11
former, 11
excel, 11
entropi, 11
sig, 11
ship, 11
observ, 11
distanc, 11
reliabl, 11
retain, 11
campus, 11
reader, 11
commerc, 11
bug, 11
swap, 11
domino, 11
lewi, 11
art, 11
grow, 11
rout, 11
whenev, 11
extent, 11
display, 11
emerg, 11
join, 11
hole, 11
anywher, 11
unapprov, 11
negoti, 11
ordinari, 11
disagre, 11
low, 11
truli, 11
card, 11
shoot, 11
bother, 11
nren, 11
vast, 11
complic, 11
contribut, 11
principl, 11
silli, 10
calcul, 10
therefor, 10
electromagnet, 10
symbol, 10
neither, 10
backup, 10
scan, 10
unsecur, 10
screen, 10
fourth, 10
nuclear, 10
elect, 10
amaz, 10
pull, 10
yale, 10
specul, 10
communist, 10
afraid, 10
suprem, 10
disclos, 10
match, 10
reli, 10
excus, 10
joke, 10
caronni, 10
germano, 10
admit, 10
team, 10
stronger, 10
stay, 10
proven, 10
followup, 10
thoma, 10
dialogu, 10
texa, 10
dozen, 10
necessarili, 10
exercis, 10
tactic, 10
german, 10
logic, 10
index, 10
compar, 10
seiz, 10
celp, 10
fun, 10
conceal, 10
professor, 10
spread, 10
feasibl, 10
divid, 10
pattern, 10
rang, 10
recogn, 10
short, 10
magnet, 10
provis, 10
central, 10
harmoni, 10
across, 10
fear, 10
xore, 10
characterist, 10
cylink, 10
chain, 10
billion, 10
spent, 10
strength, 10
partial, 10
finney, 10
vlsi, 10
straight, 10
belong, 10
infring, 10
submit, 10
assumpt, 10
remedi, 10
crook, 10
gave, 10
breakabl, 10
alia, 10
assist, 10
attitud, 10
buck, 10
medium, 9
afford, 9
schedul, 9
tuinstra, 9
phil, 9
clip, 9
unlock, 9
recommend, 9
pursuant, 9
fanci, 9
mike, 9
endors, 9
loss, 9
becam, 9
truck, 9
driver, 9
belief, 9
emphas, 9
sold, 9
succeed, 9
degre, 9
five, 9
nasa, 9
forg, 9
keyphras, 9
mailsaf, 9
strategi, 9
competitor, 9
snoop, 9
certifi, 9
missouri, 9
accommod, 9
capriccioso, 9
wireless, 9
massiv, 9
overwrit, 9
absolut, 9
colorado, 9
revis, 9
six, 9
explicit, 9
fresh, 9
formul, 9
whom, 9
dead, 9
embed, 9
assign, 9
alloc, 9
hell, 9
slightest, 9
princ, 9
apolog, 9
hidden, 9
interfac, 9
macintosh, 9
georg, 9
halv, 9
hellman, 9
tripl, 9
appreci, 9
magazin, 9
strict, 9
stratus, 9
forfeitur, 9
pretend, 9
arrest, 9
car, 9
hotel, 9
pressur, 9
crash, 9
plenti, 9
linear, 9
jail, 9
prosecut, 9
apart, 9
mass, 9
growth, 9
timothi, 9
agrep, 9
juli, 9
channel, 9
led, 9
despit, 9
totalitarian, 9
aid, 9
essenti, 9
bandwidth, 9
everybodi, 9
rough, 9
period, 9
virtual, 9
leak, 9
earth, 9
trapdoor, 9
lay, 9
spur, 9
delet, 9
conclus, 9
commect, 9
holmdel, 9
particip, 9
backdoor, 9
cheaper, 9
advantag, 9
implic, 9
pray, 9
himself, 9
career, 9
wider, 9
silicon, 9
fortun, 9
exclus, 9
senat, 9
updat, 9
acceler, 9
destin, 9
default, 9
head, 9
instanc, 9
hugh, 8
inconveni, 8
experiment, 8
mask, 8
indiana, 8
insid, 8
declassifi, 8
super, 8
justifi, 8
broadcast, 8
confirm, 8
cia, 8
favorit, 8
jerk, 8
symposium, 8
virginia, 8
karl, 8
honest, 8
harvey, 8
mudd, 8
complaint, 8
harder, 8
eli, 8
reject, 8
irrelev, 8
horowitz, 8
procur, 8
throughout, 8
dan, 8
michael, 8
acknowledg, 8
accomplish, 8
repositori, 8
conflict, 8
vice, 8
mitch, 8
peter, 8
unfortun, 8
audio, 8
ascii, 8
impress, 8
guard, 8
puzzl, 8
paranoid, 8
literatur, 8
insist, 8
feedback, 8
saw, 8
resourc, 8
foo, 8
wake, 8
misinterpret, 8
howev, 8
oblig, 8
tension, 8
distinct, 8
discredit, 8
neighbor, 8
militia, 8
column, 8
sleep, 8
ethic, 8
jan, 8
somewher, 8
warn, 8
blame, 8
clone, 8
emmis, 8
sudden, 8
primal, 8
inquiri, 8
scrutini, 8
watch, 8
lose, 8
seal, 8
york, 8
intensifi, 8
dwight, 8
tradit, 8
notori, 8
guid, 8
clever, 8
treat, 8
murder, 8
satisfi, 8
yes, 8
sooner, 8
gotten, 8
resid, 8
contempt, 8
gone, 8
jame, 8
kleinpast, 8
packet, 8
non, 8
effici, 8
volum, 8
eventu, 8
draft, 8
helsingius, 8
beyond, 8
casual, 8
outrag, 8
insecur, 8
equival, 8
underground, 8
focus, 8
blood, 8
graphic, 8
decad, 8
immun, 8
approxim, 8
keysearch, 8
ahead, 8
bps, 8
confess, 8
dec, 8
predict, 8
van, 7
travel, 7
hour, 7
fraction, 7
scope, 7
salt, 7
decent, 7
plot, 7
austin, 7
cowboy, 7
respond, 7
claus, 7
destruct, 7
overreact, 7
compris, 7
unlaw, 7
readm, 7
johan, 7
pseudonym, 7
fill, 7
incred, 7
instruct, 7
stage, 7
hal, 7
shock, 7
minim, 7
los, 7
msg, 7
passphras, 7
print, 7
risc, 7
chapter, 7
thier, 7
crypttext, 7
kid, 7
acm, 7
recal, 7
glenden, 7
smoke, 7
configur, 7
bubba, 7
explan, 7
mistak, 7
date, 7
count, 7
layer, 7
cabinet, 7
overse, 7
unexception, 7
danni, 7
porn, 7
bob, 7
heh, 7
neat, 7
hdtv, 7
secondari, 7
molest, 7
unpreced, 7
fold, 7
propon, 7
atari, 7
hostil, 7
electr, 7
math, 7
credit, 7
partnership, 7
pit, 7
kgb, 7
sore, 7
abridg, 7
riordan, 7
clock, 7
suppress, 7
primarili, 7
levi, 7
unknown, 7
fewer, 7
deep, 7
circuit, 7
filter, 7
favor, 7
accompani, 7
night, 7
inevit, 7
beal, 7
slowli, 7
miller, 7
pursu, 7
magic, 7
tyranni, 7
earlier, 7
kapor, 7
meyer, 7
onto, 7
notion, 7
numer, 7
broken, 7
cypher, 7
employe, 7
rick, 7
glad, 7
substanti, 7
seper, 7
enemi, 7
clean, 7
revok, 7
flood, 7
cryptologia, 7
barbara, 7
forecast, 7
band, 7
fulfil, 7
caught, 7
bellovin, 7
martin, 7
save, 7
divis, 7
titl, 7
mouth, 7
rich, 7
reput, 7
worst, 7
monopoli, 7
compli, 7
varieti, 7
determinist, 7
socialist, 7
mobil, 7
lifetim, 7
formal, 7
partner, 7
tabl, 7
path, 7
modul, 7
interoper, 7
nazi, 7
self, 6
inde, 6
proud, 6
portion, 6
sender, 6
reflect, 6
shot, 6
molitor, 6
variabl, 6
generic, 6
vol, 6
socket, 6
barrus, 6
thwart, 6
model, 6
postscript, 6
versus, 6
surrend, 6
shamir, 6
histor, 6
domest, 6
label, 6
exploit, 6
sum, 6
gile, 6
children, 6
bare, 6
intrins, 6
string, 6
vector, 6
context, 6
sombodi, 6
franc, 6
survey, 6
bignum, 6
cryptogram, 6
pub, 6
lehman, 6
fine, 6
arriv, 6
bruce, 6
expir, 6
miscellani, 6
cat, 6
gather, 6
kick, 6
macsyma, 6
keyspac, 6
scanner, 6
renew, 6
subsequ, 6
segment, 6
thibault, 6
gonna, 6
mercer, 6
forum, 6
mat, 6
disguis, 6
telecom, 6
joseph, 6
attend, 6
flaw, 6
camera, 6
flat, 6
engag, 6
postal, 6
feal, 6
forget, 6
republican, 6
incorrect, 6
isol, 6
optim, 6
woman, 6
unlimit, 6
simul, 6
microsecond, 6
greatest, 6
walk, 6
honor, 6
int, 6
criteria, 6
introductori, 6
wire, 6
dave, 6
berkeley, 6
iter, 6
censorship, 6
dont, 6
processor, 6
element, 6
tone, 6
soviet, 6
disabl, 6
relev, 6
crackdown, 6
innoc, 6
curious, 6
depriv, 6
prime, 6
gillog, 6
comfort, 6
harri, 6
won, 6
chicago, 6
peanut, 6
bureaucrat, 6
choic, 6
discoveri, 6
interact, 6
vocod, 6
batch, 6
digest, 6
foil, 6
nightmar, 6
primari, 6
battl, 6
trw, 6
steven, 6
scale, 6
wrote, 6
scif, 6
crap, 6
achiev, 6
tini, 6
contrari, 6
queri, 6
event, 6
equat, 6
enterpris, 6
africa, 6
bypass, 6
presidenti, 6
tech, 6
fire, 6
moral, 6
mile, 6
siberia, 6
captain, 6
occasion, 6
crunch, 6
liabl, 6
script, 6
northern, 6
pictur, 6
guilti, 6
manner, 6
persecut, 6
alan, 6
troubl, 6
pertain, 6
provok, 6
cryptanalyt, 6
minut, 6
nois, 6
eat, 6
infinit, 6
sparc, 6
consum, 6
famous, 6
decemb, 6
asset, 6
larger, 6
europ, 6
adjac, 6
surplus, 6
gibberish, 6
accur, 6
forbid, 6
sharewar, 5
infer, 5
branch, 5
uncommon, 5
slip, 5
suspicion, 5
scroll, 5
bomb, 5
appl, 5
analyz, 5
nntp, 5
redirect, 5
cast, 5
accus, 5
devot, 5
wing, 5
manipul, 5
derek, 5
gore, 5
odd, 5
june, 5
impliment, 5
excit, 5
chipset, 5
crowley, 5
illicit, 5
invest, 5
cheat, 5
lucki, 5
robust, 5
boulder, 5
european, 5
heavi, 5
encryp, 5
platform, 5
weitzner, 5
edinburgh, 5
cooki, 5
exhaust, 5
distinguish, 5
sunday, 5
charter, 5
deploy, 5
render, 5
struck, 5
extract, 5
inscrut, 5
elimin, 5
duplic, 5
eye, 5
hostag, 5
strang, 5
pasadena, 5
cook, 5
manual, 5
pure, 5
wholli, 5
burden, 5
attent, 5
truth, 5
exabyt, 5
biham, 5
faith, 5
candid, 5
cdma, 5
damag, 5
qualcomm, 5
weapon, 5
shoe, 5
budget, 5
farm, 5
ebright, 5
sole, 5
vms, 5
penalti, 5
health, 5
sabotag, 5
immatur, 5
payment, 5
satellit, 5
bona, 5
mutil, 5
stefan, 5
frontal, 5
append, 5
remiss, 5
king, 5
deserv, 5
fide, 5
happier, 5
influenc, 5
disinform, 5
disarm, 5
francisco, 5
mess, 5
gradual, 5
disclaim, 5
outright, 5
aim, 5
evolv, 5
proclaim, 5
espionag, 5
enjoy, 5
intergraph, 5
writer, 5
rumor, 5
frog, 5
protest, 5
spark, 5
pack, 5
dorthi, 5
suck, 5
lew, 5
absenc, 5
niel, 5
bohr, 5
morn, 5
float, 5
arthur, 5
switch, 5
todd, 5
salomon, 5
charl, 5
spec, 5
nasti, 5
kadi, 5
delay, 5
obscur, 5
soundblast, 5
suffic, 5
bounc, 5
transact, 5
marlboro, 5
boston, 5
archi, 5
familiar, 5
capitalist, 5
grab, 5
brutal, 5
border, 5
load, 5
salient, 5
usabl, 5
adequ, 5
liber, 5
certif, 5
valuabl, 5
ture, 5
rude, 5
strengthen, 5
seizur, 5
convict, 5
dedic, 5
dna, 5
overview, 5
concentr, 5
ecb, 5
showga, 5
largest, 5
fiction, 5
disregard, 5
veil, 5
shuffl, 5
pirat, 5
facin, 5
chair, 5
cambridg, 5
regardless, 5
discard, 5
circumv, 5
quiet, 5
coder, 5
transcript, 5
tom, 5
nontrivi, 5
